Fecha,Anio,Mes,Dia,NombreMes,NombreDia,Trimestre,EsFestivo,Hora,RangoHorario,Localidad,Barrio,Direccion,NomViaPrincipal,NomViaSecundaria,Cuadrante,Latitud,Longitud,TipoVehiculo,TipoServicio,SubtipoServicio,TipoIncidente,ClaseSiniestro,ObjetoFijo,CondicionClimatica,CantIncidentes,CantHeridos,CantMuertos
2022-03-21,2022,3,21,Marzo,Lunes,1,1,14,Hora Valle,Puente Aranda,Galan,Carrera 56 con Calle 3,Carrera 56,Calle 3,CAI Galán,5,-74,Motocicleta,Particular,No Aplica,Caída de objetos en vía,Otros,Cables,Lluvia,1,1,0
2022-01-15,2022,1,15,Enero,Sábado,1,0,8,Hora Pico Mañana,Puente Aranda,Muzu,Autopista Sur con Carrera 30,Autopista Sur,Carrera 30,CAI Muzu,5,-74,Automóvil particular,Particular,No Aplica,Choque simple,Choque,Ninguno,Despejado,1,0,0
2024-03-25,2024,3,25,Marzo,Lunes,1,1,16,Hora Pico Tarde,Usaquén,Canaima,Autopista Norte con Calle 193,Autopista Norte,Calle 193,CAI Verbenal,5,-74,Automóvil particular,Particular,No Aplica,Choque simple,Choque,Ninguno,Despejado,1,0,0
2023-10-04,2023,10,4,Octubre,Miércoles,4,1,12,Hora Valle,Fontibón,Arborizadora Alta,Carrera 30 con Calle 6,Carrera 30,Calle 6,CAI Kennedy,5,-74,Automóvil particular,Particular,No Aplica,Volcamiento con lesionado,Volcamiento,Andén,Niebla,1,1,0
2023-04-06,2023,4,6,Abril,Jueves,2,1,10,Hora Valle,San Cristóbal,20 de Julio,Carrera 6 con Calle 27 Sur,Carrera 6,Calle 27 Sur,CAI 20 de Julio,5,-74,Taxi,Público,Individual,Choque con lesionado,Choque,Vehículo estacionado,Despejado,1,1,0
2024-03-25,2024,3,25,Marzo,Lunes,1,1,16,Hora Pico Tarde,Los Mártires,Voto Nacional,Avenida Caracas con Calle 13,Avenida Caracas,Calle 13,CAI Voto Nacional,5,-74,Bus SITP,Público,SITP Zonal,Inundación / espejo de agua,Otros,Espejo de agua,Niebla,1,0,0
2024-02-16,2024,2,16,Febrero,Viernes,1,0,3,Madrugada,Chapinero,Quinta Camacho,Carrera 11 con Calle 72,Carrera 11,Calle 72,CAI Quinta Camacho,5,-74,Camioneta,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Niebla,1,0,0
2022-07-06,2022,7,6,Julio,Miércoles,3,0,3,Madrugada,Usaquén,Centro,Autopista Norte con Calle 100,Autopista Norte,Calle 100,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Volcamiento con lesionado,Volcamiento,Andén,Lluvia,1,2,0
2023-03-13,2023,3,13,Marzo,Lunes,1,0,13,Hora Valle,Puente Aranda,Niza,Carrera 30 con Calle 100,Carrera 30,Calle 100,CAI Venecia,5,-74,Bicicleta,No Aplica,No Aplica,Atropello con fatalidad,Atropello,Ninguno,Despejado,1,0,0
2024-06-26,2024,6,26,Junio,Miércoles,2,0,0,Madrugada,La Candelaria,Arborizadora Alta,Avenida Caracas con Calle 100,Avenida Caracas,Calle 100,CAI Salitre,5,-74,Tractocamión,Particular,Carga Pesada,Varado,Otros,Ninguno,Niebla,1,0,0
2024-09-18,2024,9,18,Septiembre,Miércoles,3,0,8,Hora Pico Mañana,Barrios Unidos,Castilla,Calle 26 con Calle 72,Calle 26,Calle 72,CAI Restrepo,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Caída de objetos en vía,Otros,Árbol,Lluvia,1,0,2
2023-12-21,2023,12,21,Diciembre,Jueves,4,0,3,Madrugada,Suba,Venecia,Avenida Américas con Carrera 50,Avenida Américas,Carrera 50,CAI Salitre,5,-74,Buseta,Público,Transporte Tradicional TPC,Autolesionado,Autolesionado,Ninguno,Húmedo,1,2,0
2022-04-05,2022,4,5,Abril,Martes,2,0,6,Hora Pico Mañana,Kennedy,Roma,Calle 56 Sur con Carrera 79C,Calle 56 Sur,Carrera 79C,CAI Roma,5,-74,Motocicleta,Particular,No Aplica,Choque con objeto fijo,Choque,Poste,Despejado,1,0,0
2024-08-14,2024,8,14,Agosto,Miércoles,3,0,6,Hora Pico Mañana,Usme,Modelia,Calle 13 con Carrera 50,Calle 13,Carrera 50,CAI Kennedy,5,-74,Automóvil particular,Particular,No Aplica,Choque con objeto fijo,Choque,Separador,Niebla,1,1,0
2023-11-06,2023,11,6,Noviembre,Lunes,4,1,22,Noche,Fontibón,Modelia,Av. Esperanza con Carrera 75,Av. Esperanza,Carrera 75,CAI Modelia,5,-74,Taxi,Público,Individual,Choque simple,Choque,Ninguno,Niebla,1,0,0
2025-08-07,2025,8,7,Agosto,Jueves,3,1,12,Hora Valle,Tunjuelito,San Benito,Carrera 19C con Calle 58 Sur,Carrera 19C,Calle 58 Sur,CAI San Benito,5,-74,Bus SITP,Público,SITP Zonal,Choque con objeto fijo,Choque,Separador,Despejado,1,0,0
2024-01-15,2024,1,15,Enero,Lunes,1,0,7,Hora Pico Mañana,Suba,El Rincón,Calle 129 con Carrera 91,Calle 129,Carrera 91,CAI Rincón,5,-74,Camioneta,Particular,No Aplica,Caída de objetos en vía,Otros,Cables,Lluvia,1,0,0
2022-05-16,2022,5,16,Mayo,Lunes,2,0,11,Hora Valle,Kennedy,Industrial,Avenida Américas con Calle 6,Avenida Américas,Calle 6,CAI Venecia,5,-74,Camioneta,Particular,No Aplica,Choque con objeto fijo,Choque,Separador,Húmedo,1,1,0
2024-04-14,2024,4,14,Abril,Domingo,2,1,13,Hora Valle,Fontibón,Arborizadora Alta,Carrera 30 con Calle 6,Carrera 30,Calle 6,CAI Kennedy,5,-74,Camioneta,Particular,No Aplica,Atropello con fatalidad,Atropello,Ninguno,Niebla,1,0,0
2022-06-18,2022,6,18,Junio,Sábado,2,0,4,Madrugada,Usme,El Lago,Avenida Ciudad de Cali con Calle 72,Avenida Ciudad de Cali,Calle 72,CAI Restrepo,5,-74,Camión,Particular,Carga,Volcamiento,Volcamiento,Ninguno,Despejado,1,0,0
2025-01-06,2025,1,6,Enero,Lunes,1,0,19,Noche,Ciudad Bolívar,Galerías,Avenida Carrera 68 con Calle 45,Avenida Carrera 68,Calle 45,CAI Restrepo,5,-74,Camión,Particular,Carga,Volcamiento con lesionado,Volcamiento,Andén,Húmedo,1,0,0
2023-02-02,2023,2,2,Febrero,Jueves,1,0,1,Madrugada,Engativá,Castilla,Calle 26 con Carrera 15,Calle 26,Carrera 15,CAI Salitre,5,-74,Bicicleta,No Aplica,No Aplica,Choque simple,Choque,Ninguno,Lluvia,1,2,0
2023-11-06,2023,11,6,Noviembre,Lunes,4,1,22,Noche,Usaquén,Modelia,Avenida Ciudad de Cali con Calle 6,Avenida Ciudad de Cali,Calle 6,CAI Salitre,5,-74,Tractocamión,Particular,Carga Pesada,Atropello con fatalidad,Atropello,Ninguno,Niebla,1,2,0
2025-05-09,2025,5,9,Mayo,Viernes,2,0,7,Hora Pico Mañana,Santa Fe,Américas,Avenida Boyacá con Calle 45,Avenida Boyacá,Calle 45,CAI Salitre,5,-74,Tractocamión,Particular,Carga Pesada,Caida de ocupante,Caída de ocupante,Ninguno,Niebla,1,0,0
2022-09-01,2022,9,1,Septiembre,Jueves,3,0,14,Hora Valle,Tunjuelito,San Benito,Carrera 19C con Calle 58 Sur,Carrera 19C,Calle 58 Sur,CAI San Benito,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Volcamiento con lesionado,Volcamiento,Andén,Despejado,1,0,0
2022-01-15,2022,1,15,Enero,Sábado,1,0,8,Hora Pico Mañana,Kennedy,Patio Bonito,Av. Ciudad de Cali con Calle 38 Sur,Av. Ciudad de Cali,Calle 38 Sur,CAI Patio Bonito,5,-74,Buseta,Público,Transporte Tradicional TPC,Volcamiento,Volcamiento,Ninguno,Despejado,1,2,0
2022-12-25,2022,12,25,Diciembre,Domingo,4,1,1,Madrugada,Bosa,Piamonte,Carrera 80B con Calle 54 Sur,Carrera 80B,Calle 54 Sur,CAI Piamonte,5,-74,Motocicleta,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Despejado,1,0,0
2022-01-20,2022,1,20,Enero,Jueves,1,0,18,Hora Pico Tarde,Fontibón,San Pablo,Calle 17A con Carrera 102,Calle 17A,Carrera 102,CAI Fontibón Centro,5,-74,Motocicleta,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Despejado,1,1,0
2022-08-07,2022,8,7,Agosto,Domingo,3,1,16,Hora Pico Tarde,Engativá,Villas de Granada,Calle 80 con Carrera 114,Calle 80,Carrera 114,CAI Granada,5,-74,Automóvil particular,Particular,No Aplica,Inundación / espejo de agua,Otros,Espejo de agua,Lluvia,1,0,0
2023-07-03,2023,7,3,Julio,Lunes,3,1,19,Noche,Teusaquillo,Galerías,Calle 53 con Carrera 24,Calle 53,Carrera 24,CAI Galerías,5,-74,Taxi,Público,Individual,Choque simple,Choque,Ninguno,Húmedo,1,0,0
2023-12-07,2023,12,7,Diciembre,Jueves,4,0,21,Noche,La Candelaria,Las Cruces,Carrera 7 con Calle 2,Carrera 7,Calle 2,CAI Cruces,5,-74,Bus SITP,Público,SITP Zonal,Varado,Otros,Ninguno,Lluvia,1,0,0
2025-12-07,2025,12,7,Diciembre,Domingo,4,0,22,Noche,Fontibón,Centro Fontibón,Calle 17 con Carrera 99,Calle 17,Carrera 99,CAI Fontibón Centro,5,-74,Bus SITP,Público,SITP Zonal,Sustancia química en vía,Otros,Aceite,Despejado,1,0,0
2022-08-27,2022,8,27,Agosto,Sábado,3,0,22,Noche,Puente Aranda,Industrial,Calle 13 con Carrera 50,Calle 13,Carrera 50,CAI Puente Aranda,5,-74,Camión,Particular,Carga,Atropello con fatalidad,Atropello,Ninguno,Lluvia,1,2,0
2022-06-17,2022,6,17,Junio,Viernes,2,0,13,Hora Valle,Kennedy,Olaya,Carrera 7 con Calle 45,Carrera 7,Calle 45,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Choque objeto fijo con lesionado,Choque,Poste,Despejado,1,0,0
2022-07-01,2022,7,1,Julio,Viernes,3,0,22,Noche,Antonio Nariño,Venecia,Avenida Ciudad de Cali con Carrera 15,Avenida Ciudad de Cali,Carrera 15,CAI Chicó,5,-74,Tractocamión,Particular,Carga Pesada,Choque simple,Choque,Ninguno,Lluvia,1,1,0
2025-05-01,2025,5,1,Mayo,Jueves,2,1,15,Hora Valle,Ciudad Bolívar,Castilla,Avenida Ciudad de Cali con Calle 45,Avenida Ciudad de Cali,Calle 45,CAI Suba,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Autolesionado,Autolesionado,Ninguno,Niebla,1,2,0
2025-05-30,2025,5,30,Mayo,Viernes,2,0,1,Madrugada,Rafael Uribe Uribe,Arborizadora Alta,Autopista Norte con Carrera 24,Autopista Norte,Carrera 24,CAI Chicó,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Falla semafórica,Otros,Ninguno,Niebla,1,1,0
2023-07-24,2023,7,24,Julio,Lunes,3,0,6,Hora Pico Mañana,Kennedy,Castilla,Avenida Boyacá con Calle 8,Avenida Boyacá,Calle 8,CAI Castilla,5,-74,Automóvil particular,Particular,No Aplica,Choque con objeto fijo,Choque,Muro,Despejado,1,0,0
2023-07-17,2023,7,17,Julio,Lunes,3,0,22,Noche,Usme,7 de Agosto,Calle 13 con Carrera 15,Calle 13,Carrera 15,CAI Chicó,5,-74,Automóvil particular,Particular,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Lluvia,1,3,0
2025-03-15,2025,3,15,Marzo,Sábado,1,0,9,Hora Valle,Bosa,Galerías,Avenida Ciudad de Cali con Calle 53,Avenida Ciudad de Cali,Calle 53,CAI Salitre,5,-74,Automóvil particular,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Despejado,1,1,2
2024-05-01,2024,5,1,Mayo,Miércoles,2,1,14,Hora Valle,Santa Fe,Cruces,Calle 1 con Avenida Caracas,Calle 1,Avenida Caracas,CAI Cruces,5,-74,Taxi,Público,Individual,Daño en pavimento,Otros,Ninguno,Lluvia,1,0,0
2024-05-19,2024,5,19,Mayo,Domingo,2,1,20,Noche,Engativá,Villas de Granada,Avenida Ciudad de Cali con Calle 72,Avenida Ciudad de Cali,Calle 72,CAI Rosario,5,-74,Taxi,Público,Individual,Choque con lesionado,Choque,Ninguno,Niebla,1,2,0
2025-07-30,2025,7,30,Julio,Miércoles,3,0,2,Madrugada,Teusaquillo,Cedritos,Avenida Boyacá con Calle 63,Avenida Boyacá,Calle 63,CAI Chicó,5,-74,Taxi,Público,Individual,Choque objeto fijo con lesionado,Choque,Poste,Despejado,1,0,0
2024-11-04,2024,11,4,Noviembre,Lunes,4,1,21,Noche,Fontibón,Hayuelos,Avenida Ciudad de Cali con Calle 20,Avenida Ciudad de Cali,Calle 20,CAI Hayuelos,5,-74,Bus SITP,Público,SITP Zonal,Choque simple,Choque,Ninguno,Lluvia,1,0,0
2024-01-01,2024,1,1,Enero,Lunes,1,1,3,Madrugada,Chapinero,Quinta Camacho,Carrera 11 con Calle 72,Carrera 11,Calle 72,CAI Quinta Camacho,5,-74,Camioneta,Particular,No Aplica,Choque con objeto fijo,Choque,Baranda de puente,Despejado,1,0,0
2023-04-10,2023,4,10,Abril,Lunes,2,0,7,Hora Pico Mañana,Kennedy,Modelia,Calle 80 con Carrera 15,Calle 80,Carrera 15,CAI Salitre,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Autolesionado,Autolesionado,Ninguno,Niebla,1,0,0
2022-04-05,2022,4,5,Abril,Martes,2,0,6,Hora Pico Mañana,Ciudad Bolívar,Juan Pablo II,Carrera 18 Sur con Calle 68 Sur,Carrera 18 Sur,Calle 68 Sur,CAI San Francisco,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque con lesionado,Choque,Ninguno,Niebla,1,1,0
2022-04-25,2022,4,25,Abril,Lunes,2,0,18,Hora Pico Tarde,Rafael Uribe Uribe,Alquería,Calle 80 con Calle 100,Calle 80,Calle 100,CAI Venecia,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque con lesionado,Choque,Vehículo estacionado,Lluvia,1,0,0
2024-06-29,2024,6,29,Junio,Sábado,2,1,8,Hora Pico Mañana,Ciudad Bolívar,Restrepo,Avenida Ciudad de Cali con Calle 53,Avenida Ciudad de Cali,Calle 53,CAI Suba,5,-74,Buseta,Público,Transporte Tradicional TPC,Varado,Otros,Ninguno,Niebla,1,2,0
2023-01-18,2023,1,18,Enero,Miércoles,1,0,7,Hora Pico Mañana,Usaquén,Cedritos,Calle 140 con Carrera 19,Calle 140,Carrera 19,CAI Cedritos,5,-74,Motocicleta,Particular,No Aplica,Volcamiento con lesionado,Volcamiento,Separador,Lluvia,1,3,0
2023-01-13,2023,1,13,Enero,Viernes,1,0,13,Hora Valle,Los Mártires,Olaya,Calle 26 con Carrera 15,Calle 26,Carrera 15,CAI Alhambra,5,-74,Automóvil particular,Particular,No Aplica,Atropello,Atropello,Ninguno,Despejado,1,3,0
2024-04-10,2024,4,10,Abril,Miércoles,2,0,9,Hora Valle,Santa Fe,La Macarena,Carrera 5 con Calle 26,Carrera 5,Calle 26,CAI Macarena,5,-74,Taxi,Público,Individual,Vehículo mal estacionado,Otros,Ninguno,Lluvia,1,0,0
2022-06-27,2022,6,27,Junio,Lunes,2,0,21,Noche,La Candelaria,Niza,Carrera 7 con Carrera 15,Carrera 7,Carrera 15,CAI Rosario,5,-74,Taxi,Público,Individual,Choque simple,Choque,Ninguno,Lluvia,1,0,0
2023-11-24,2023,11,24,Noviembre,Viernes,4,0,20,Noche,Barrios Unidos,Industrial,Calle 80 con Carrera 24,Calle 80,Carrera 24,CAI Chicó,5,-74,Bus SITP,Público,SITP Zonal,Autolesionado,Autolesionado,Ninguno,Lluvia,1,2,0
2024-12-31,2024,12,31,Diciembre,Martes,4,1,7,Hora Pico Mañana,Usaquén,Santa Bárbara,Carrera 7 con Calle 116,Carrera 7,Calle 116,CAI Santa Bárbara,5,-74,Bus SITP,Público,SITP Zonal,Volcamiento con lesionado,Volcamiento,Andén,Lluvia,1,0,0
2022-11-07,2022,11,7,Noviembre,Lunes,4,0,12,Hora Valle,Rafael Uribe Uribe,Castilla,Avenida Américas con Calle 53,Avenida Américas,Calle 53,CAI Kennedy,5,-74,Tractocamión,Particular,Carga Pesada,Caida de ocupante,Caída de ocupante,Ninguno,Niebla,1,3,0
2025-01-14,2025,1,14,Enero,Martes,1,0,22,Noche,Barrios Unidos,Olaya,Avenida Carrera 68 con Carrera 15,Avenida Carrera 68,Carrera 15,CAI Chicó,5,-74,Tractocamión,Particular,Carga Pesada,Caida de ocupante,Caída de ocupante,Ninguno,Húmedo,1,0,2
2025-07-22,2025,7,22,Julio,Martes,3,0,18,Hora Pico Tarde,Teusaquillo,Castilla,Avenida Boyacá con Calle 127,Avenida Boyacá,Calle 127,CAI Rosario,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Falla semafórica,Otros,Ninguno,Lluvia,1,2,0
2024-06-07,2024,6,7,Junio,Viernes,2,0,7,Hora Pico Mañana,Teusaquillo,Industrial,Calle 13 con Carrera 24,Calle 13,Carrera 24,CAI Chicó,5,-74,Motocicleta,Particular,No Aplica,Atropello con fatalidad,Atropello,Ninguno,Niebla,1,0,0
2024-02-27,2024,2,27,Febrero,Martes,1,0,15,Hora Valle,Tunjuelito,Arborizadora Alta,Carrera 7 con Calle 53,Carrera 7,Calle 53,CAI Salitre,5,-74,Automóvil particular,Particular,No Aplica,Choque simple,Choque,Ninguno,Húmedo,1,1,2
2024-03-29,2024,3,29,Marzo,Viernes,1,0,9,Hora Valle,Santa Fe,Villas de Granada,Avenida Ciudad de Cali con Calle 127,Avenida Ciudad de Cali,Calle 127,CAI Alhambra,5,-74,Automóvil particular,Particular,No Aplica,Choque objeto fijo con lesionado,Choque,Poste,Húmedo,1,0,0
2022-09-30,2022,9,30,Septiembre,Viernes,3,0,10,Hora Valle,Teusaquillo,El Rincón,Carrera 30 con Calle 72,Carrera 30,Calle 72,CAI Chicó,5,-74,Taxi,Público,Individual,Atropello,Atropello,Ninguno,Lluvia,1,3,0
2023-12-29,2023,12,29,Diciembre,Viernes,4,0,18,Hora Pico Tarde,Teusaquillo,Restrepo,Avenida Ciudad de Cali con Calle 127,Avenida Ciudad de Cali,Calle 127,CAI Rosario,5,-74,Taxi,Público,Individual,Choque con lesionado,Choque,Ninguno,Húmedo,1,0,0
2023-07-12,2023,7,12,Julio,Miércoles,3,0,23,Noche,Los Mártires,Galerías,Carrera 7 con Calle 6,Carrera 7,Calle 6,CAI Kennedy,5,-74,Camioneta,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Lluvia,1,1,2
2024-09-05,2024,9,5,Septiembre,Jueves,3,0,23,Noche,Engativá,Modelia,Autopista Norte con Calle 63,Autopista Norte,Calle 63,CAI Kennedy,5,-74,Bicicleta,No Aplica,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Lluvia,1,2,0
2022-08-10,2022,8,10,Agosto,Miércoles,3,0,10,Hora Valle,Ciudad Bolívar,Galerías,Avenida Américas con Calle 45,Avenida Américas,Calle 45,CAI Suba,5,-74,Tractocamión,Particular,Carga Pesada,Volcamiento con lesionado,Volcamiento,Andén,Despejado,1,0,0
2025-01-26,2025,1,26,Enero,Domingo,1,1,10,Hora Valle,Santa Fe,Villas de Granada,Avenida Ciudad de Cali con Calle 127,Avenida Ciudad de Cali,Calle 127,CAI Alhambra,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Atropello con fatalidad,Atropello,Ninguno,Húmedo,1,1,0
2022-02-09,2022,2,9,Febrero,Miércoles,1,0,17,Hora Pico Tarde,Ciudad Bolívar,Industrial,Calle 13 con Calle 72,Calle 13,Calle 72,CAI Suba,5,-74,Buseta,Público,Transporte Tradicional TPC,Falla semafórica,Otros,Ninguno,Despejado,1,0,0
2023-08-15,2023,8,15,Agosto,Martes,3,0,13,Hora Valle,Usaquén,Verbenal,Calle 187 con Carrera 16,Calle 187,Carrera 16,CAI Verbenal,5,-74,Motocicleta,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Despejado,1,1,0
2024-02-10,2024,2,10,Febrero,Sábado,1,0,11,Hora Valle,Bosa,Olaya,Avenida Boyacá con Calle 53,Avenida Boyacá,Calle 53,CAI Chicó,5,-74,Motocicleta,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Lluvia,1,0,0
2024-10-05,2024,10,5,Octubre,Sábado,4,1,5,Hora Pico Mañana,La Candelaria,Arborizadora Alta,Avenida Caracas con Calle 100,Avenida Caracas,Calle 100,CAI Salitre,5,-74,Motocicleta,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Niebla,1,1,0
2023-10-16,2023,10,16,Octubre,Lunes,4,1,11,Hora Valle,San Cristóbal,La Victoria,Calle 40 Sur con Carrera 4 Este,Calle 40 Sur,Carrera 4 Este,CAI Victoria,5,-74,Automóvil particular,Particular,No Aplica,Choque objeto fijo con lesionado,Choque,Poste,Lluvia,1,1,0
2024-09-18,2024,9,18,Septiembre,Miércoles,3,0,8,Hora Pico Mañana,Fontibón,Zon Franca,Carrera 106 con Calle 15,Carrera 106,Calle 15,CAI Zona Franca,5,-74,Taxi,Público,Individual,Choque con objeto fijo,Choque,Hidrante,Despejado,1,0,0
2024-06-03,2024,6,3,Junio,Lunes,2,1,22,Noche,Kennedy,Américas,Av. Ciudad de Cali con Av. Américas,Av. Ciudad de Cali,Av. Américas,CAI Techo,5,-74,Bus SITP,Público,SITP Zonal,Volcamiento,Volcamiento,Ninguno,Lluvia,1,0,0
2024-04-10,2024,4,10,Abril,Miércoles,2,0,9,Hora Valle,San Cristóbal,Toberín,Calle 80 con Calle 100,Calle 80,Calle 100,CAI Kennedy,5,-74,Camioneta,Particular,No Aplica,Volcamiento con lesionado,Volcamiento,Andén,Lluvia,1,2,0
2025-07-21,2025,7,21,Julio,Lunes,3,0,14,Hora Valle,Rafael Uribe Uribe,Modelia,Calle 80 con Calle 45,Calle 80,Calle 45,CAI Chicó,5,-74,Camión,Particular,Carga,Varado,Otros,Ninguno,Niebla,1,2,1
2022-08-22,2022,8,22,Agosto,Lunes,3,0,10,Hora Valle,Fontibón,Patio Bonito,Carrera 30 con Calle 127,Carrera 30,Calle 127,CAI Alhambra,5,-74,Tractocamión,Particular,Carga Pesada,Varado,Otros,Ninguno,Lluvia,1,0,0
2023-11-21,2023,11,21,Noviembre,Martes,4,0,4,Madrugada,San Cristóbal,Venecia,Calle 80 con Carrera 50,Calle 80,Carrera 50,CAI Alhambra,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque simple,Choque,Ninguno,Lluvia,1,1,0
2024-12-10,2024,12,10,Diciembre,Martes,4,0,20,Noche,Rafael Uribe Uribe,Industrial,Calle 80 con Carrera 15,Calle 80,Carrera 15,CAI Restrepo,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Atropello con fatalidad,Atropello,Ninguno,Lluvia,1,3,0
2022-09-19,2022,9,19,Septiembre,Lunes,3,0,17,Hora Pico Tarde,Bosa,Alquería,Calle 26 con Carrera 50,Calle 26,Carrera 50,CAI Chicó,5,-74,Motocicleta,Particular,No Aplica,Choque con objeto fijo,Choque,Separador,Despejado,1,0,0
2024-12-26,2024,12,26,Diciembre,Jueves,4,0,13,Hora Valle,Usaquén,Niza,Carrera 30 con Calle 127,Carrera 30,Calle 127,CAI Kennedy,5,-74,Motocicleta,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Niebla,1,0,0
2024-07-20,2024,7,20,Julio,Sábado,3,1,10,Hora Valle,Engativá,Garces Navas,Carrera 104 con Calle 78,Carrera 104,Calle 78,CAI Navas,5,-74,Automóvil particular,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Niebla,1,2,0
2025-06-24,2025,6,24,Junio,Martes,2,0,10,Hora Valle,Los Mártires,Salitre,Avenida Caracas con Calle 72,Avenida Caracas,Calle 72,CAI Chicó,5,-74,Automóvil particular,Particular,No Aplica,Falla semafórica,Otros,Ninguno,Húmedo,1,0,0
2023-11-04,2023,11,4,Noviembre,Sábado,4,0,16,Hora Pico Tarde,San Cristóbal,Centro,Avenida Américas con Calle 63,Avenida Américas,Calle 63,CAI Chicó,5,-74,Taxi,Público,Individual,Falla semafórica,Otros,Ninguno,Despejado,1,0,0
2024-10-14,2024,10,14,Octubre,Lunes,4,1,13,Hora Valle,Fontibón,Centro Fontibón,Calle 17 con Carrera 99,Calle 17,Carrera 99,CAI Fontibón Centro,5,-74,Bus SITP,Público,SITP Zonal,Caída de objetos en vía,Otros,Árbol,Despejado,1,0,0
2022-10-07,2022,10,7,Octubre,Viernes,4,0,15,Hora Valle,Usme,Venecia,Calle 13 con Calle 100,Calle 13,Calle 100,CAI Alhambra,5,-74,Bus SITP,Público,SITP Zonal,Choque con lesionado,Choque,Ninguno,Lluvia,1,3,0
2024-08-28,2024,8,28,Agosto,Miércoles,3,0,23,Noche,Bosa,Centro,Calle 26 con Carrera 50,Calle 26,Carrera 50,CAI Suba,5,-74,Camioneta,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Lluvia,1,0,0
2023-03-02,2023,3,2,Marzo,Jueves,1,0,4,Madrugada,Teusaquillo,Ciudad Salitre Oriental,Avenida Carrera 50 con Calle 24,Avenida Carrera 50,Calle 24,CAI Salitre,5,-74,Bicicleta,No Aplica,No Aplica,Volcamiento con lesionado,Volcamiento,Andén,Despejado,1,1,0
2022-07-20,2022,7,20,Julio,Miércoles,3,1,9,Hora Valle,Tunjuelito,Cedritos,Calle 26 con Calle 127,Calle 26,Calle 127,CAI Salitre,5,-74,Tractocamión,Particular,Carga Pesada,Choque simple,Choque,Ninguno,Despejado,1,1,0
2023-10-22,2023,10,22,Octubre,Domingo,4,1,20,Noche,Ciudad Bolívar,Galerías,Avenida Carrera 68 con Calle 45,Avenida Carrera 68,Calle 45,CAI Restrepo,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque objeto fijo con lesionado,Choque,Poste,Húmedo,1,0,0
2025-01-22,2025,1,22,Enero,Miércoles,1,0,9,Hora Valle,Los Mártires,Centro,Calle 80 con Calle 127,Calle 80,Calle 127,CAI Venecia,5,-74,Vehículo Oficial,Oficial,Policía / Fuerzas Militares,Choque con objeto fijo,Choque,Separador,Despejado,1,2,0
2022-08-13,2022,8,13,Agosto,Sábado,3,0,5,Hora Pico Mañana,Puente Aranda,Cedritos,Avenida Ciudad de Cali con Calle 72,Avenida Ciudad de Cali,Calle 72,CAI Kennedy,5,-74,Bus SITP,Público,SITP Zonal,Choque objeto fijo con lesionado,Choque,Poste,Lluvia,1,0,0
2024-02-14,2024,2,14,Febrero,Miércoles,1,0,12,Hora Valle,Barrios Unidos,Castilla,Avenida Caracas con Calle 100,Avenida Caracas,Calle 100,CAI Kennedy,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Autolesionado,Autolesionado,Ninguno,Húmedo,1,3,0
2023-03-25,2023,3,25,Marzo,Sábado,1,0,7,Hora Pico Mañana,Suba,Modelia,Avenida Boyacá con Calle 53,Avenida Boyacá,Calle 53,CAI Venecia,5,-74,Camioneta,Particular,No Aplica,Atropello,Atropello,Ninguno,Niebla,1,2,0
2024-03-30,2024,3,30,Marzo,Sábado,1,0,23,Noche,Los Mártires,Galerías,Carrera 7 con Calle 6,Carrera 7,Calle 6,CAI Kennedy,5,-74,Camión,Particular,Carga,Atropello,Atropello,Ninguno,Húmedo,1,0,0
